,,,,FORMATO DE REQUISICION,,,,,
2789,42,0,0,14/09/2016,CIPROFLOXACINO + HIDROCORTISONA + LIDOCAINA SOL. OTICA GOTAS,,,0,0
369,42,0,0,14/09/2016,FUROSEMIDA 40MG C/20 TAB.,,,0,0
1533,42,0,0,14/09/2016,MESALAZINA 500MG C/40 GRAGEAS,,,0,0
1641,42,0,0,14/09/2016,MONTELUKAST 4MG C/10 SOBRES,,,0,0
539,41,0,0,14/09/2016,PRAZOSINA 1MG C/30 COMP.,,,0,0
1271,41,0,0,14/09/2016,BIFONAZOL TUBO CREMA C/20GR,,,0,0
2367,41,0,0,14/09/2016,CLORHIDRATO DE IMIPRAMINA 25MG C/20 TAB.,,,0,0
2782,41,0,0,14/09/2016,ATENOLOL 50MG C/28 TAB.,,,0,0
348,41,0,0,14/09/2016,PIMECROLIMUS 1% CREMA C/30GR,,,0,0
2863,41,0,0,14/09/2016,L-TARTRATO DE TOLTERODINA 2MG C/28 TAB.,,,0,0
186,40,0,0,14/09/2016,IPRATROPIO + SALBUTAMOL 20MCG/100MCG SUSP. AEROSOL FCO. C/120 DOSIS,,,0,0
1098,40,0,0,14/09/2016,TIAMAZOL 5MG C/20 TAB.,,,0,0
2857,42,0,0,14/09/2016,DILTIAZEM 30MG C/30 COMPS.,,,0,0
2950,40,0,0,14/09/2016,CLEBOPRIDA + SIMETICONA C/45 CAP.,,,0,0
622,41,0,0,14/09/2016,LEVOTIROXINA SODICA + LIOTIRONINA 100MCG/20MCG C/50 TAB.,,,0,0
1160,40,0,0,14/09/2016,BISOPROLOL 5MG C/30 GRAGEAS,,,0,0
2225,40,0,0,14/09/2016,DESOGESTREL 0.075MG C/28 TAB.,,,0,0
34,30,0,0,14/09/2016,LEFLUNOMIDA 20MG C/30 COMP.,,,0,0
1008,39,0,0,14/09/2016,BUDESONIDA 0.125MG/ML NEBUL. C/5 AMP. SOBRE 2ML,,,0,0
102,39,0,0,14/09/2016,HIDROXICINA 10MG C/30 TAB.,,,0,0
2815,39,0,0,14/09/2016,DEXTROMETORFANO + GUAIFENESINA + FENILEF PED. C/30ML,,,0,0
2834,39,0,0,14/09/2016,FENITOINA SODICA 100MG C/50 CAP.,,,0,0
2837,39,0,0,14/09/2016,TOPIRAMATO 100MG C/20 TAB.,,,0,0
779,38,0,0,14/09/2016,MONTELUKAST SODICO 5MG C/20 COMP.,,,0,0
615,38,0,0,14/09/2016,OXIBUTININA 5MG C/30 TAB.,,,0,0
1024,37,0,0,14/09/2016,RISPERIDONA 1MG C/20 TAB.,,,0,0
1094,37,0,0,14/09/2016,DIMETICONA PANCREATINA 170MG/80MG C/30 GRAGEAS,,,0,0
2835,37,0,0,14/09/2016,FURAZOLIDONA + CAOLIN Y PECTINA SUSP. C/120ML,,,0,0
86,36,0,0,14/09/2016,MOXIFLOXACINO 400MG C/7 TAB.,,,0,0
2747,36,0,0,14/09/2016,ITOPRIDA 50MG C/30 TAB.,,,0,0
527,36,0,0,14/09/2016,NEOMICINA + POLIMIXINA B + DEXAMETASONA SUSP. OFT. FCO. C/5ML,,,0,0
575,36,0,0,14/09/2016,LORAZEPAM 2MG C/40 TAB. (II),,,0,0
1154,36,0,0,14/09/2016,ACIDO IBANDRONICO 150MG C/1 COMP.,,,0,0
1483,36,0,0,14/09/2016,CEFALEXINA 250MG/5ML SUSP.,,,0,0
2795,38,0,0,14/09/2016,CLORHIDRATO DE AMIODARONA 200MG C/20 TAB.,,,0,0
602,30,0,0,14/09/2016,VENLAFAXINA 75MG C/20 CAP.,,,0,0
612,35,0,0,14/09/2016,HIDROXIPROPILMETILCELULOSA + DEXTRAN UNGUENTO TUBO C/3.5GR,,,0,0
665,35,0,0,14/09/2016,OXIDO DE ZINC TUBO CREMA C/30GR,,,0,0
1855,35,0,0,14/09/2016,AZITROMICINA 600MG FCO. SUSP. C/15ML,,,0,0
361,34,0,0,14/09/2016,FLUCONAZOL 100MG C/10 CAP.,,,0,0
1492,34,0,0,14/09/2016,PROGESTERONA 100MG C/30 PERLAS,,,0,0
2915,34,0,0,14/09/2016,RIVAROXABAN 10MG C/10 COMP. RECUBIERTOS,,,0,0
501,34,0,0,14/09/2016,ACICLOVIR 200MG/5ML FCO. C/120ML,,,0,0
608,34,0,0,14/09/2016,NAN H A 1 FORMULA LACTEA HIPOALERGENICA BIFIDUS LATA PVO. C/400GR,,,0,0
83,35,0,0,14/09/2016,MEMANTINA 10MG C/28 TAB.,,,0,0
418,33,0,0,14/09/2016,VITAMINA A + OXIDO ZINC + ACIDO BORICO + ALANTOINA POMADA TUBO C/60GR,,,0,0
552,33,0,0,14/09/2016,MINOCICLINA 100MG MICROGRANULOS C/10 CAP. ,,,0,0
866,33,0,0,14/09/2016,SALBUTAMOL 5MG/ML SOL. NEBUL. FCO. C/10ML,,,0,0
1238,33,0,0,14/09/2016,CLOBETASOL 0.044GR TUBO C/40GR,,,0,0
1874,33,0,0,14/09/2016,CLORHIDRATO DE BROMHEXINA JARABE C/100ML,,,0,0
290,33,0,0,14/09/2016,ACIDO VALPROICO JARABE 250MG C/120ML,,,0,0
467,33,0,0,14/09/2016,CLARITROMICINA 250MG SUSP. PED. FCO. C/60ML GRANULOS,,,0,0
2281,35,0,0,14/09/2016,ESOMEPRAZOL 10MG C/28 SOBRES GRANULADOS,,,0,0
2930,35,0,0,14/09/2016,PRUCALOPRIDA 2MG C/14 COMP.,,,0,0
885,32,0,0,14/09/2016,CETIRIZINA SOL. FCO. C/50ML,,,0,0
1880,32,0,0,14/09/2016,CLORHIDRATO DE TRAMADOL 100MG/ML GOTAS C/10ML,,,0,0
2808,32,0,0,14/09/2016,LIDOCAINA + HIDROCORTISONA TUBO UNG. C/20GR y APLICADOR,,,0,0
191,32,0,0,14/09/2016,KETOCONAZOL POLVO TALCO FCO. C/60GR,,,0,0
699,32,0,0,14/09/2016,ALUMINIO + MAGNESIO + DIMETICONA C/50 TAB. (MENTA),,,0,0
1418,32,0,0,14/09/2016,GLIBENCLAMIDA 5MG C/50 TAB.,,,0,0
1867,32,0,0,14/09/2016,METFORMINA + GLIBENCLAMIDA 500MG/5MG C/60 TAB.,,,0,0
2697,32,0,0,14/09/2016,CIPROFLOXACINO + DEXAMETASONA 3MG/1MG/ML FCO. C/5ML,,,0,0
2698,32,0,0,14/09/2016,RISPERIDONA 2MG C/20 TAB.,,,0,0
2865,32,0,0,14/09/2016,METRONIDAZOL 500MG C/30 COMP.,,,0,0
2964,32,0,0,14/09/2016,FENTERMINA 15MG C/30 TAB.,,,0,0
210,32,0,0,14/09/2016,CLORHIDRATO DE DULOXETINA 60MG C/28 CAPS.,,,0,0
227,31,0,0,14/09/2016,CLOBETASOL 0.050% TUBO C/30GR,,,0,0
871,31,0,0,14/09/2016,CETIRIZINA SOL 10MG/ML C/10ML,,,0,0
499,31,0,0,14/09/2016,HIDROXIDO DE MAGNESIO 8.5GR SUSP. C/180ML,,,0,0
1716,31,0,0,14/09/2016,RIFAXIMINA 200MG C/12 GRAGEAS,,,0,0
2092,31,0,0,14/09/2016,CLARITROMICINA 500MG C/10 TAB.,,,0,0
2649,31,0,0,14/09/2016,DOMPERIDONA 10MG C/30 TAB.,,,0,0
2726,31,0,0,14/09/2016,CLORANFENICOL 5MG/ML GOTAS OFT. C/15ML ,,,0,0
295,30,0,0,14/09/2016,DICLOFENACO SODICO 75MG/3ML SOL. INY. ENV. C/2 AMP.,,,0,0
782,30,0,0,14/09/2016,BUDESONIDA + FORMOTEROL 160MG/4.5MCG SPRAY,,,0,0
231,29,0,0,14/09/2016,OXIMETAZOLINA 25MG SOL. NASAL FCO. NEB. C/20ML,,,0,0
2565,29,0,0,14/09/2016,AMPICILINA 500MG C/20 CAP.,,,0,0
230,29,0,0,14/09/2016,OXIMETAZOLINA 50MG SOL. NASAL FCO. NEB. C/20ML,,,0,0
945,29,0,0,14/09/2016,GEMFIBROZILO 600MG C/14 TAB.,,,0,0
1912,29,0,0,14/09/2016,NAPROXENO SODICO + PARACETAMOL 125MG/100MG SUSP. FCO.  C/80ML,,,0,0
2016,30,0,0,14/09/2016,ADALIMUMAB 40MG JER. PRELLENEDA,,,0,0
24,28,0,0,14/09/2016,AMOXICILINA 250MG SUSP. C/75ML,,,0,0
1656,28,0,0,14/09/2016,MOSAPRIDA 5MG C/30 COMP.,,,0,0
2616,28,0,0,14/09/2016,METFORMINA + GLIBENCLAMIDA 500MG/2.5MG C/30 TAB.,,,0,0
2948,32,0,0,14/09/2016,AZILSARTAN MEDOXOMILO + CLORTALIDONA 80/12.5 C/28 TAB.,,,0,0
116,28,0,0,14/09/2016,PEROXIDO DE BENZOILO 5% TUBO GEL C/60GR,,,0,0
177,28,0,0,14/09/2016,CISAPRIDA 10MG C/30 TAB.,,,0,0
523,28,0,0,14/09/2016,NITROFURANTOINA 50MG C/40 CAP.,,,0,0
545,28,0,0,14/09/2016,ACICLOVIR 400MG C/35 COMP.,,,0,0
565,28,0,0,14/09/2016,METOCLOPRAMIDA 10MG C/20 TAB.,,,0,0
840,28,0,0,14/09/2016,KETOCONAZOL 2/100ML SHAMPOO C/1,,,0,0
2658,29,0,0,14/09/2016,TIBOLONA 2.5MG C/30 TAB.,,,0,0
2677,28,0,0,14/09/2016,TOBRAMICINA 3MG/1ML SOL. OFT. FCO. C/5ML,,,0,0
849,27,0,0,14/09/2016,ATENOLOL 100MG C/28 TAB.,,,0,0
1548,35,0,0,14/09/2016,OLANZAPINA 10MG C/14 TAB.,,,0,0
2427,27,0,0,14/09/2016,EPINASTINA 0.05% SOL. FCO. GOTERO C/5ML,,,0,0
2481,27,0,0,14/09/2016,PERMETRINA EMULSION C/120 APLICACIONES,,,0,0
2741,30,0,0,14/09/2016,ETINILESTRADIOL + DROSPIRENONA 3MG 24/4 C/28 COMP.,,,0,0
251,29,0,0,14/09/2016,DORZOLAMIDA + TIMOLOL GOTAS OFT. FCO. C/5ML,,,0,0
323,27,0,0,14/09/2016,DIMETICONA GOTAS C/30ML,,,0,0
648,27,0,0,14/09/2016,EMOLIENTE Y HUMECTANTE CON UREA AL 10% LOCION FCO. C/120ML,,,0,0
2468,27,0,0,14/09/2016,SALMETEROL + FLUTICASONA 25/125 FCO.,,,0,0
643,26,0,0,14/09/2016,NAPROXENO 250MG C /30 TAB.,,,0,0
1648,40,0,0,14/09/2016,MICOFENOLATO DE MOFELITO 500MG C/50 TAB.,,,0,0
112,25,0,0,14/09/2016,ETOFENAMATO TUBO CREMA C/40GR,,,0,0
261,25,0,0,14/09/2016,CLINDAMICINA SOL. TOPICA FCO C/30ML,,,0,0
1211,25,0,0,14/09/2016,INSULINA ASPARTICA ADN RECOM 100UI/1ML 3ML C/5 CARTUCHO,,,0,0
1335,25,0,0,14/09/2016,CEFIXIMA DE 200MG C/12 CAP.,,,0,0
1493,25,0,0,14/09/2016,CIPROFLOXACINO SOL. OFT. GOTAS C/5ML,,,0,0
2817,30,0,0,14/09/2016,DILTIAZEM 120MG LIB. PROL. C/20 TAB.,,,0,0
2923,25,0,0,14/09/2016,MOXIFLOXACINO + DEXAMETASONA SOL. OFT. GOTAS FCO C/5ML,,,0,0
363,25,0,0,14/09/2016,AMINOFENAZONA + BUFENINA + DIFENILPIRALI C/20 CAP.,,,0,0
531,25,0,0,14/09/2016,BROMURO DE PIRIDOSTIGMINA 60MG C/20 TAB.,,,0,0
564,20,0,0,14/09/2016,LEVODOPA + CARBIDOPA + ENTACAPONA 200MG/100MG/25MG C/30 TAB.,,,0,0
669,25,0,0,14/09/2016,PENTOXIFILINA 400MG C/30 GRAGEAS,,,0,0
2693,25,0,0,14/09/2016,LEVONORGESTREL + ETINILESTRADIOL 0.15MG/.03MG C/21 GRAGEAS,,,0,0
470,24,0,0,14/09/2016,NIMODIPINO 30MG C/30 TAB.,,,0,0
1503,24,0,0,14/09/2016,CLORFENAMINA I 50MG JBE. FCO. C/60ML,,,0,0
2780,24,0,0,14/09/2016,AMANTADINA + CLORFENAMINA + PARACETAMOL + FENILEFRINA SOL. FCO. C/60ML,,,0,0
71,24,0,0,14/09/2016,VALPROATO DE MAGNESIO 400MG C/20 TAB.,,,0,0
607,24,0,0,14/09/2016,FLUNARIZINA 10MG C/20 TAB.,,,0,0
2814,24,0,0,14/09/2016,DEXAMETASONA 1MG/ML SOL. OFT. GOTAS C/5ML,,,0,0
2861,24,0,0,14/09/2016,HIDROXOCABALAMINA TIAMINA PIRIDOXINA C/5 AMP. Y JER.,,,0,0
641,23,0,0,14/09/2016,PERMETRINA  5% SHAMPOO C/60ML,,,0,0
642,23,0,0,14/09/2016,PREDNISONA 20MG C/30 TAB.,,,0,0
2601,23,0,0,14/09/2016,MEBENDAZOL+ QUINFAMIDA 300MG/150MG C/2 TAB.,,,0,0
168,23,0,0,14/09/2016,CEFTIBUTEN 400MG C/10 CAP.,,,0,0
276,23,0,0,14/09/2016,BETAMETASONA + GENTAMICINA TUBO CREMA C/30GR,,,0,0
1889,23,0,0,14/09/2016,MALEATO DE CLORFENAMINA 4MG C/20 TAB.,,,0,0
2945,23,0,0,14/09/2016,AMOXICILINA 500MG SUSP. C/75ML ,,,0,0
1432,22,0,0,14/09/2016,ACIDO RETINOICO TUBO CREMA C/20GR,,,0,0
2412,22,0,0,14/09/2016,ISOTRETINOINA 10MG C/30 CAP.,,,0,0
2548,22,0,0,14/09/2016,DICLOFENACO + COLESTIRAMINA 140MG C/20 CAP.,,,0,0
3014,22,0,0,14/09/2016,PANCREATINA+ESTRACTO SECO BILIS BUEY+DIMETILPOLISILOXANO 130/50/40/MG C/30 GRAGEAS,,,0,0
362,22,0,0,14/09/2016,AMINOFENAZONA + BUFENINA + DIFENILPIRALI SOL. GOTAS C/25ML,,,0,0
437,22,0,0,14/09/2016,INDOMETACINA 25MG C/30 CAP.,,,0,0
719,22,0,0,14/09/2016,BUDESONIDA 0.250MG/ML NEBUL. C/5 AMP. SOBRE 2ML,,,0,0
722,22,0,0,14/09/2016,RESINA DE COLESTIRAMINA 9GR C/10 SOBRES,,,0,0
830,22,0,0,14/09/2016,TRAVOPROST 40MCG SOL. OFT. FCO. C/2.5ML,,,0,0
852,22,0,0,14/09/2016,TRIMETOPRIMA + SULFAMETOXAZOL 80/400MG C/20 TAB.,,,0,0
1494,22,0,0,14/09/2016,RANITIDINA 150MG JARABE FCO. C/200ML,,,0,0
1509,22,0,0,14/09/2016,DICLOXACILINA 250MG SUSP. FCO. C/60ML,,,0,0
2717,22,0,0,14/09/2016,"ERITROPOYETINA HUMANA 50,000UI/10ML INY. C/1 AMP.",,,0,0
193,21,0,0,14/09/2016,"PANCREATINA + LIPASA + AMILASA + PROTEASA 10,000UI C/50 CAP.",,,0,0
337,21,0,0,14/09/2016,VALPROATO SEMISODICO 500MG LIB. RET. C/30 COMP.,,,0,0
802,21,0,0,14/09/2016,BUDESONIDA + FORMOTEROL 320MG/9MCG C/60 DOSIS (POLVO),,,0,0
2773,21,0,0,14/09/2016,ACIDO MEFENAMICO 500MG C/20 TAB.,,,0,0
2794,21,0,0,14/09/2016,CLORANFENICOL + HIDROCORTISONA + BENZOCAINA SOL. OTICA FCO. C/10ML,,,0,0
138,21,0,0,14/09/2016,ENANTATO DE PRASTERONA + VALERATO DE ESTRADIOL 200MG/4MG C/1 JER. PRELLENADA DE 1ML,,,0,0
599,23,0,0,14/09/2016,OLANZAPINA 5MG C/14 TAB.,,,0,0
2615,21,0,0,14/09/2016,CEFUROXIMA 250MG/5ML SUSP. C/50ML,,,0,0
2944,22,0,0,14/09/2016,AZILSARTAN MEDOXOMILO + CLORTALIDONA 40/12.5 C/28 TAB.,,,0,0
2946,25,0,0,14/09/2016,AZILSARTAN MEDOXOMILO 40MG C/28 TAB.,,,0,0
329,20,0,0,14/09/2016,NUTRAMIGEN PREMIUM LATA C/357GR,,,0,0
427,20,0,0,14/09/2016,INSULINA HUMANA 70/30 CARTUCHO C/300U C/2X3ML,,,0,0
624,20,0,0,14/09/2016,HIDROCORTISONA 1GR/100ML FCO. LOCION C/120ML,,,0,0
783,20,0,0,14/09/2016,PROPRANOLOL 40MG C/30 TAB.,,,0,0
2496,23,0,0,14/09/2016,ENOXAPARINA SODICA 60MG/0.4ML C/2 JER.S PRELLENADAS,,,0,0
2779,20,0,0,14/09/2016,ALPRAZOLAM 0.50MG C/30 TAB. (II),,,0,0
1262,20,0,0,14/09/2016,FLUCONAZOL+ TINIDAZOL 37.5MG/500MG C/4 TAB.,,,0,0
1746,20,0,0,14/09/2016,RIVASTIGMINA 4.6MG C/30 PARCHES,,,0,0
2493,20,0,0,14/09/2016,SALMETEROL + FLUTICASONA 50/100MCG SOL. INHAL C/60 DOSIS,,,0,0
2607,20,0,0,14/09/2016,ACICLOVIR TUBO CREMA C/5GR,,,0,0
120,19,0,0,14/09/2016,BETAMETASONA LOCION CAPILAR FCO. C/50ML,,,0,0
284,19,0,0,14/09/2016,DIMENHIDRINATO JARABE FCO. C/120ML,,,0,0
2193,25,0,0,14/09/2016,VALPROATO SEMISODICO ER 500MG LIB. PROL. C/30 TAB.,,,0,0
2862,21,0,0,14/09/2016,LATANOPROST 0.005% SOL. OFT. FCO. C/2.5ML,,,0,0
9,19,0,0,14/09/2016,TERAZOSINA 5MG C/30 TAB.,,,0,0
272,19,0,0,14/09/2016,ETAMSILATO 500MG C/20 COMP.,,,0,0
432,19,0,0,14/09/2016,L-ORNITINA + L-ASPARTATO 3GR C/10 SOBRES GRANULADOS,,,0,0
525,19,0,0,14/09/2016,INDOMETACINA 50MG C/28 CAP.,,,0,0
567,19,0,0,14/09/2016,METRONIDAZOL .75% TUBO GEL C/30GR,,,0,0
1079,19,0,0,14/09/2016,PIROXICAM 10MG C/20 CAP.,,,0,0
1862,19,0,0,14/09/2016,CALCITRIOL 0.25MCG C/50 CAP.,,,0,0
2668,19,0,0,14/09/2016,CLORHIDRATO DE BENCIDAMINA 45MG SOL. C/30ML,,,0,0
160,18,0,0,14/09/2016,CALAMINA LOCION FCO. 180ML,,,0,0
179,18,0,0,14/09/2016,ENOXAPARINA SODICA 40MG/0.4ML C/2 JER.S PRELLENADAS,,,0,0
209,18,0,0,14/09/2016,CALCIO 500MG ENV. C/12 COMP.,,,0,0
634,18,0,0,14/09/2016,NAN A.R FORMULA LACTEA LATA C/400GR,,,0,0
1375,18,0,0,14/09/2016,ESTRADIOL + DROSPIRENONA 1MG/2MG C/28 COMPS. RECUB.,,,0,0
2838,18,0,0,14/09/2016,VALPROATO DE MAGNESIO 200MG C/40 TAB.,,,0,0
28,18,0,0,14/09/2016,DILTIAZEM 90MG C/20 TAB.,,,0,0
1143,18,0,0,14/09/2016,MONTELUKAST SODICO 4MG C/10 TAB.,,,0,0
2307,18,0,0,14/09/2016,CLONIXITATO DE LISINA + CICLOBENZAPRINA 125/5 C/20 TAB.,,,0,0
2969,18,0,0,14/09/2016,LIRAGLUTIDE 0.6MG FLEXPEN,,,0,0
82,17,0,0,14/09/2016,DILTIAZEM 60MG C/30 COMPS.,,,0,0
84,17,0,0,14/09/2016,AMITRIPTILINA 25MG C/50 TAB.,,,0,0
625,19,0,0,14/09/2016,CITRATO DE TAMOXIFENO 20MG C/15 TAB.,,,0,0
2413,17,0,0,14/09/2016,DROPROPIZINA 30MG C/15 TAB. ,,,0,0
2573,17,0,0,14/09/2016,ESPIRONOLACTONA 100MG C/30 TAB.,,,0,0
2840,17,0,0,14/09/2016,FLOROGLUCINOL + TRIMETILFLOROGLUCINOL 80MG/80MG C/20 CAP.,,,0,0
2875,17,0,0,14/09/2016,NIFEDIPINO 10MG C/20 CAP.,,,0,0
3037,17,0,0,14/09/2016,TRIMEBUTINA 200MG C/20 TAB,,,0,0
38,20,0,0,14/09/2016,VALPROATO DE MAGNESIO 600MG C/30 TAB.,,,0,0
449,17,0,0,14/09/2016,CLINDAMICINA + PEROXIDO DE BENZOILO 5GR/100GR EN 100GR TUBO GEL C/30GR,,,0,0
2245,18,0,0,14/09/2016,KETANSERINA + METRONIDAZOL + MICONAZOL 36MG C/10 OVULOS,,,0,0
2918,17,0,0,14/09/2016,INDACATEROL 150MG C/30 CAP.,,,0,0
51,18,0,0,14/09/2016,AZATIOPRINA 50MG C/50 TAB.,,,0,0
349,15,0,0,14/09/2016,ETANERCEPT 25MG FCO. C/4 AMP.,,,0,0
767,16,0,0,14/09/2016,NICERGOLINA 30MG C/20 GRAGEAS,,,0,0
957,16,0,0,14/09/2016,ALBENDAZOL 200MG C/2 TAB.,,,0,0
1033,16,0,0,14/09/2016,OXCARBAZEPINA 60MG/1ML SUSP. C/100ML,,,0,0
2914,16,0,0,14/09/2016,CLEBOPRIDA 500MG C/30 COMP.,,,0,0
95,15,0,0,14/09/2016,ALBENDAZOL 20MG/ML SUSP. ORAL C/20ML,,,0,0
798,15,0,0,14/09/2016,KETANSERINA + BENZOCAINA 2% TUBO GEL C/78GR,,,0,0
1820,15,0,0,14/09/2016,ERDOSTEINA 300MG C/20 CAP.,,,0,0
2151,17,0,0,14/09/2016,SILIMARINA 70MG C/20 COMP.,,,0,0
3029,15,0,0,14/09/2016,PROPRANOLOL 10MG C/50 TAB.,,,0,0
319,15,0,0,14/09/2016,MOMETASONA 1% UNGUENTO TOPICO TUBO C/30GR,,,0,0
494,15,0,0,14/09/2016,CLORMADINONA 5MG C/20 TAB.,,,0,0
1310,15,0,0,14/09/2016,SOL. ESTERILIZANTE + ANTISEPTICA DE SUPEROXIDACION FCO. C/240ML,,,0,0
1522,15,0,0,14/09/2016,CIPROTERONA + ETINILESTRADIOL 2MG/.035MG C/21 GRAGEAS ,,,0,0
1905,15,0,0,14/09/2016,ESTOLATO DE ERITROMICINA 500MG C/20 TAB.,,,0,0
2594,15,0,0,14/09/2016,CARVEDILOL 25MG C/14 TAB.,,,0,0
2937,15,0,0,14/09/2016,RIVAROXABAN 20MG C/28 COMP.,,,0,0
2979,15,0,0,14/09/2016,TIZANIDINA 6MG LIB. PROL. C/10 CAP.,,,0,0
35,20,0,0,14/09/2016,ANASTROZOL 1MG C/28 TAB.,,,0,0
121,14,0,0,14/09/2016,CLORHIDRATO DE BETAXOLOL 2.5GR SUSP OFT.  C/5ML,,,0,0
588,14,0,0,14/09/2016,BROMAZEPAM 3MG C/30 TAB.,,,0,0
842,15,0,0,14/09/2016,ESTRADIOL + TRIMEGESTONA CONTINUO 1MG/.125MG C/28 GRAGEAS,,,0,0
1258,14,0,0,14/09/2016,TRITICUM VULGARE FENOXIETANOL CREMA UNGUENTO C/30GR,,,0,0
2572,14,0,0,14/09/2016,ESPIRONOLACTONA 25MG C/30 TAB.,,,0,0
2768,14,0,0,14/09/2016,ACIDO ACETILSALICILICO 500MG C/20 TAB.,,,0,0
2798,14,0,0,14/09/2016,CLORHIDRATO DE BIPERIDENO 2MG C/30 TAB.,,,0,0
273,14,0,0,14/09/2016,DIFENIDOL 40MG/2ML SOL. INY. C/2 AMP.,,,0,0
709,14,0,0,14/09/2016,LAMOTRIGINA 25MG C/28 TAB. DISP.,,,0,0
727,14,0,0,14/09/2016,ACIDO ACEXAMICO + NEOMICINA UNGUENTO 5GR/0.4GR EN 100GR TUBO C/40GR,,,0,0
794,15,0,0,14/09/2016,ATOMOXETINA 25MG C/14 CAP.,,,0,0
896,14,0,0,14/09/2016,LIDOCAINA + HIDROCORTISONA + SUBACETATO C/12 SUP.,,,0,0
912,14,0,0,14/09/2016,TEGASEROD 6MG C/30 COMP.,,,0,0
1370,14,0,0,14/09/2016,ITRACONAZOL + SECNIDAZOL C/12 CAP.,,,0,0
2144,14,0,0,14/09/2016,TRINITRATO DE GLICERILO 36MG x PARCHE (10MG/24 hrs C/7),,,0,0
2411,14,0,0,14/09/2016,PRAMIPEXOL 0.5MG C/30 TAB.,,,0,0
2631,14,0,0,14/09/2016,TRIMETOPRIMA + SULFAMETOXAZOL 40MG/200MG/5MG SUSP. FCO. C/120ML,,,0,0
2653,14,0,0,14/09/2016,SUCRALFATO 1GR C/40 TAB.,,,0,0
2947,14,0,0,14/09/2016,AZILSARTAN MEDOXOMILO 80MG C/28 TAB.,,,0,0
2968,14,0,0,14/09/2016,LACTULOSA + PARAFINA LIQUIDA + PARAFINA BLANCA GEL ORAL FCO. C/150GR,,,0,0
62,13,0,0,14/09/2016,BROMURO DE IPRATROPIO 20MCG SUSP. AEROSOL C/200 DOSIS EN 10ML,,,0,0
596,13,0,0,14/09/2016,PARACETAMOL + CODEINA 500MG/30MG C/30 CAP. (II),,,0,0
891,13,0,0,14/09/2016,ANFEBUTAMONA 150MG LIB. PROL. C/30 TAB.,,,0,0
926,13,0,0,14/09/2016,LUTENIA + ZEAXANTINA SUPLEMENTO ALIMENTICIO DE LIB PROLONGADA 57GR C/60 TAB.,,,0,0
1552,13,0,0,14/09/2016,ADAPALENE 1% CREMA C/30GR,,,0,0
2625,13,0,0,14/09/2016,KETOCONAZOL 200MG C/10 TAB.,,,0,0
2629,13,0,0,14/09/2016,NEOMICINA + CAOLIN + PECTINA 36.65MG/500MG SUSP. C/75ML,,,0,0
2736,13,0,0,14/09/2016,LEVOCETIRIZINA GOTAS C/10ML,,,0,0
2905,15,0,0,14/09/2016,DESVENLAFAXINA 50MG C/28 COMP.,,,0,0
67,13,0,0,14/09/2016,SULFADIACINA DE PLATA MICRONIZADA 1% CREMA TUBO C/30GR,,,0,0
1026,13,0,0,14/09/2016,DIPROPINATO DE BETAMETASONA + CALCIPOTRIOL 5MG/50MG TUBO UNGUENTO C/30GR,,,0,0
1852,13,0,0,14/09/2016,AMOXICILINA/ACIDO CLAVULANICO 200MG/285MG/5ML FCO. C/40ML,,,0,0
3000,13,0,0,14/09/2016,SOMATROPINA 10MG PLUMA PRELLENADA C/1 DISPOSITIVO DE 1.5ML,,,0,0
37,12,0,0,14/09/2016,VALPROATO DE MAGNESIO 500MG C/20 TAB.,,,0,0
528,12,0,0,14/09/2016,ALLIUM CEPAE + ALANTOINA TUBO GEL C/20GR,,,0,0
623,12,0,0,14/09/2016,POLIETILENGLICOL + BICAR. SODICO + CL SODIO + CL DE POTASIO POLVO 109.6GR C/4 SOBRES,,,0,0
966,13,0,0,14/09/2016,ATOMOXETINA 60MG C/14 CAP.,,,0,0
1007,12,0,0,14/09/2016,NAFAZOLINA + HIPROMELOSA OFT. GOTAS FCO C/15ML,,,0,0
1029,12,0,0,14/09/2016,CLINDAMICINA + KETOCONAZOL 800/100MG C/3 TAB. VAGINALES,,,0,0
1058,14,0,0,14/09/2016,BIMATOPROST GOTAS 0.03% SOL. OFT. C/3ML,,,0,0
1176,12,0,0,14/09/2016,FELODIPINO + METOPROLOL 5/47.5MG C/14 TAB.,,,0,0
1448,12,0,0,14/09/2016,ALPRAZOLAM 1MG C/30 COMP. (II),,,0,0
2353,12,0,0,14/09/2016,QUETIAPINA 300MG C/30 TAB. LIB PROL.,,,0,0
2652,12,0,0,14/09/2016,DIMENHIDRINATO 50MG C/20 TAB.,,,0,0
2843,12,0,0,14/09/2016,ONDANSETRON 8MG C/10 TAB.,,,0,0
135,12,0,0,14/09/2016,LIOFILIZADO ESTANDARIZADO DE LISADO BACTERIANOS INFANTIL 3.5MGS. C/10 CAP.,,,0,0
167,12,0,0,14/09/2016,CEFTIBUTEN 36MG/ML SUSP. FCO C/30ML,,,0,0
274,12,0,0,14/09/2016,VERAPAMILO 40MG C/30 TAB.,,,0,0
280,12,0,0,14/09/2016,ACETATO DE CALCIO + SULFATO DE ALUMINIO C/12 SOBRES,,,0,0
590,12,0,0,14/09/2016,DIAZEPAM + DEXTROPROPOXIFENO + PARACETAMOL C/20 TAB. (II),,,0,0
703,12,0,0,14/09/2016,SULFATO DE AMANTADINA 100MG C/30 TAB.,,,0,0
